PTK2_Homo sapiens	ACTN1	11369769,16291744
CSNK2B_Homo sapiens	OCLN	12804768,20166139
MAP2K4_Homo sapiens	MAPK9	11062067
RET_Homo sapiens	MAPK9	16153436
MAP2K4_Homo sapiens	MAPK10	10715136,19651622
CDK5_Homo sapiens	MAPK10	11823425
PRKCD_Homo sapiens	KLF5	12682370
PRKACA_Homo sapiens	CLDN3	15905176
PRKACA_Homo sapiens	CACNG2	11805122
PRKCB_Homo sapiens	EIF6	14654845
MAPK3_Homo sapiens	RCAN1	12063245,19413330,19651622,20068231
GSK3B_Homo sapiens	RCAN1	12063245,19651622,20068231
INSR_Homo sapiens	DOK1	11551902,16497976
INSR_Homo sapiens	DOK1	11551902,16497976,19901323
LCK_Homo sapiens	DOK1	10799545
RET_Homo sapiens	DOK1	11551902,16497976,19901323
CDK7_Homo sapiens	LASP1	12571245,18669648,17287340,18077418,18088087,18212344,20166139,20068231
PRKCA_Homo sapiens	STXBP1	8631738,12519779
PRKCA_Homo sapiens	STXBP1	8631738,12950453,12519779
PRKCB_Homo sapiens	STXBP1	8631738,12519779
PRKCB_Homo sapiens	STXBP1	8631738,12950453,12519779
PRKCG_Homo sapiens	STXBP1	8631738,12519779
PRKCG_Homo sapiens	STXBP1	8631738,12950453,12519779
PRKCA_Homo sapiens	STXBP1	12519779
PRKCB_Homo sapiens	STXBP1	12519779
PRKCG_Homo sapiens	STXBP1	12519779
SRC_Homo sapiens	BCAR1	12972425
SRC_Homo sapiens	BCAR1	12972425,17389395,17016520
SRC_Homo sapiens	BCAR1	12972425,17016520
SRC_Homo sapiens	BCAR1	12972425,17389395,17016520,19901323
PTK2_Homo sapiens	BCAR1	9360983,12119061,9360968
PTK2_Homo sapiens	BCAR1	9360983
CDK1_Homo sapiens	FANCG	15367677
MAPK7_Homo sapiens	SGK1	11254654,18691976
PDPK1_Homo sapiens	SGK1	10191262,10357815
PDPK1_Homo sapiens	SGK1	10191262
MAPK1_Homo sapiens	IER3	12356731
GRK5_Homo sapiens	SNCG	10852916,18669648
CSNK2A1_Homo sapiens	IL16	12450396
CSNK2A2_Homo sapiens	IL16	12450396
CDK1_Homo sapiens	IL16	12450396
CSNK2A1_Homo sapiens	KIF1C	10559254,18669648,20068231
CSNK2A2_Homo sapiens	KIF1C	10559254,18669648,20068231
ATR_Homo sapiens	CHEK1	11390642,11252893,15665856,18669648,18691976
ATR_Homo sapiens	CHEK1	11390642,15665856
AKT1_Homo sapiens	CHEK1	12062056,18669648,19664995,18691976,20068231
MAPK14_Homo sapiens	SMAD3	14512875
MAPK1_Homo sapiens	SMAD3	16156666,10197981
MAPK1_Homo sapiens	SMAD3	10197981,16156666
MAPK1_Homo sapiens	SMAD3	10197981
CDK2_Homo sapiens	SMAD3	15241418,19413330,20068231
CDK2_Homo sapiens	SMAD3	15241418
PRKACA_Homo sapiens	BAD	10949026,18669648,18707149,20166139
PRKACA_Homo sapiens	BAD	10880354,10837486,10949026
PRKACA_Homo sapiens	BAD	10949026,10837486,18669648,18707149,20166139
RPS6KA1_Homo sapiens	BAD	10949026,18669648,18707149,20166139
RPS6KA1_Homo sapiens	BAD	10880354,10837486,10949026
RPS6KA1_Homo sapiens	BAD	9381178,10880354,10521512,12897128,10837486
RPS6KA1_Homo sapiens	BAD	10949026,10837486,18669648,18707149,20166139
AKT1_Homo sapiens	BAD	10949026,18669648,18707149,20166139
AKT1_Homo sapiens	BAD	9381178
AKT1_Homo sapiens	BAD	9381178,9651683,18669648,19664994
AKT1_Homo sapiens	BAD	10949026,10837486,18669648,18707149,20166139
AKT1_Homo sapiens	BAD	9381178,10880354,10521512,12897128,10837486
RPS6KA5_Homo sapiens	BAD	10880354
PAK1_Homo sapiens	BAD	10949026,10837486,18669648,18707149,20166139
PAK1_Homo sapiens	BAD	16413544,20166139
PRKACA_Homo sapiens	CETN1	11279195
PRKCZ_Homo sapiens	IKBKB	10195894,9689078,10779355,10022904
CHUK_Homo sapiens	IKBKB	10195894,9689078,10779355,10022904
IKBKB_Homo sapiens	IKBKB	10195894,20068231
IKBKB_Homo sapiens	IKBKB	10195894,18669648,19413330,18691976,19651622,19664994,20068231
IKBKB_Homo sapiens	IKBKB	10195894
PRKCQ_Homo sapiens	IKBKB	17363905
IKBKB_Homo sapiens	IKBKB	16319058
PRKG1_Homo sapiens	PDE5A	2168396
MAPK1_Homo sapiens	PPP1R9B	15728359
PRKACA_Homo sapiens	PPP1R9B	12417592,18669648,20068231
PRKACA_Homo sapiens	PPP1R9B	12417592,20068231
PRKACA_Homo sapiens	SLC4A4	11744745
CSNK2A1_Homo sapiens	HIF1A	17382325
CDK1_Homo sapiens	BIRC5	11861764,11069302,16565220,18691976,20068231
PRKCA_Homo sapiens	SPAG1	11517287
CSNK1E_Homo sapiens	PER2	11232563,9349507
CSNK1D_Homo sapiens	PER2	16097765
CSNK1E_Homo sapiens	PER2	17218255
PRKCA_Homo sapiens	PEA15	9721757,17287340,19651622,20068231
CAMK2G_Homo sapiens	PEA15	12808093,9721757,18669648,19413330,17287340,19664995,18212344,19651622,18767875,18452278,18578522,20166139,20068231
AKT1_Homo sapiens	PEA15	12808093,9721757,18669648,19413330,17287340,19664995,18212344,19651622,18767875,18452278,18578522,20166139,20068231
SRC_Homo sapiens	DAB1	11279201,10959835
CDK5_Homo sapiens	DAB1	12077184
FYN_Homo sapiens	SLAMF1	11806999
GSK3B_Homo sapiens	LRP6	16365045
MAP2K1_Homo sapiens	RPS6KA4	10806207
MAP2K1_Homo sapiens	RPS6KA4	10806207,18691976,19651622,20068231
MAP2K1_Homo sapiens	RPS6KA4	10806207,18691976,19651622,16964243,20068231
MAPK14_Homo sapiens	RPS6KA4	10806207,18691976,19651622,16964243,20068231
MAPK14_Homo sapiens	RPS6KA4	10806207
MAPK14_Homo sapiens	RPS6KA4	10806207,18691976,19651622,20068231
CDK2_Homo sapiens	FZR1	12560341,18669648,20068231
CDK2_Homo sapiens	FZR1	12560341
PRKCA_Homo sapiens	GRIA2	8848293
PRKCA_Homo sapiens	GRIA2	10501226,12805550,11007883,12058067
PRKCZ_Homo sapiens	NUMB	17203073
PRKCZ_Homo sapiens	NUMB	17203073,18767875
ABL1_Homo sapiens	RAD9A	11971963
ATM_Homo sapiens	RAD9A	12709442,11278446,18669648
GSK3B_Homo sapiens	AXIN1	10581160
MAPK8_Homo sapiens	BCL2L11	12591950
MAPK8_Homo sapiens	BCL2L11	12818176
MAPK8_Homo sapiens	BCL2L11	12818176,18691976
MAPK9_Homo sapiens	BCL2L11	12818176
MAPK9_Homo sapiens	BCL2L11	12818176,18691976
CSNK2B_Homo sapiens	RNF7	12748192
MAPKAPK2_Homo sapiens	BAG2	15271996,19651622,20068231
EIF2AK2_Homo sapiens	EIF2S1	10542257,9819435,1677563,16179258
PRKCD_Homo sapiens	EIF2S1	10542257,9819435,1677563
CSNK2A1_Homo sapiens	EIF2S2	8024572,18691976,19651622,18452278,20068231
CSNK2A1_Homo sapiens	EIF2S2	8024572,18669648,19651622,18452278,20068231
RPS6KB1_Homo sapiens	EIF4B	16763566,17924679,19664995,19651622,18707149,20068231
CSNK1A1_Homo sapiens	EIF2B5	11500362
GSK3B_Homo sapiens	EIF2B5	12133000
GSK3B_Homo sapiens	EIF2B5	11500362,9468292
GSK3B_Homo sapiens	EIF2B5	11500362,15302935,18669648,19413330,18691976,19007248,18088087,19651622,19664994,18707149,18452278,20166139,20068231
GSK3A_Homo sapiens	EIF2B5	11500362,9468292
GSK3A_Homo sapiens	EIF2B5	11500362,15302935,18669648,19413330,18691976,19007248,18088087,19651622,19664994,18707149,18452278,20166139,20068231
CSNK2A1_Homo sapiens	EIF2B5	11500362,18669648
CSNK2A2_Homo sapiens	EIF2B5	11500362,18669648
PRKCA_Homo sapiens	GRM5	9242710
PRKCA_Homo sapiens	GRM5	15894802
PRKCB_Homo sapiens	GRM5	15894802
PRKCG_Homo sapiens	GRM5	15894802
PRKCZ_Homo sapiens	GRM5	15894802
PRKCE_Homo sapiens	GRM5	15894802
PRKCQ_Homo sapiens	GRM5	15894802
PRKCD_Homo sapiens	GRM5	15894802
ATM_Homo sapiens	RBBP8	10910365,11689934
ATM_Homo sapiens	RBBP8	10910365
SYK_Homo sapiens	TYROBP	9490415
CDK1_Homo sapiens	PTTG1	10656688,18669648,19664995,19651622,18767875,20068230,20068231,20058876
AKT1_Homo sapiens	DLC1	16338927
SRC_Homo sapiens	STAT5B	12621061
EGFR_Homo sapiens	STAT5B	11751923,17016520
EGFR_Homo sapiens	STAT5B	11751923
CSNK2A1_Homo sapiens	SSRP1	15659405
CSNK2A1_Homo sapiens	SSRP1	15659405,17287340,19007248,20068231
PLK1_Homo sapiens	CHEK2	10973490,12024051,12493754
PLK1_Homo sapiens	CHEK2	11901158,12242661,10973490,12493754
CHEK2_Homo sapiens	CHEK2	11390408
CHEK2_Homo sapiens	CHEK2	12805407,11390408
CHEK2_Homo sapiens	CHEK2	11901158,12242661,10973490,12493754
ATM_Homo sapiens	CHEK2	11901158,12242661,10973490,12493754,16794575
ATM_Homo sapiens	CHEK2	10973490
ATM_Homo sapiens	CHEK2	10973490,12024051,12493754
ATM_Homo sapiens	CHEK2	10973490,12024051
ATM_Homo sapiens	CHEK2	11901158,12242661,10973490,12493754
ATR_Homo sapiens	CHEK2	10973490
ATR_Homo sapiens	CHEK2	10973490,12024051,12493754
ATR_Homo sapiens	CHEK2	10973490,12024051
EGFR_Homo sapiens	HGS	12953068,17016520
SRC_Homo sapiens	MPZL1	10681522,11751924,20068231
SRC_Homo sapiens	MPZL1	10681522,11751924,18669648,19664994,17016520,18707149,18578522,20068231
PRKACA_Homo sapiens	PPP1R1B	10604473
CSNK2A1_Homo sapiens	PPP1R1B	2557337
CSNK2A2_Homo sapiens	PPP1R1B	2557337
CDK5_Homo sapiens	PPP1R1B	10604473
PRKACA_Homo sapiens	GNA13	12399457
AURKB_Homo sapiens	INCENP	12925766,18669648,18691976,20068231
AURKB_Homo sapiens	INCENP	12925766,18669648,18691976
AURKB_Homo sapiens	INCENP	12925766,16565220,18669648,18691976
EGFR_Homo sapiens	GAB1	10978177,17389395,16497976
EGFR_Homo sapiens	GAB1	10734310
EGFR_Homo sapiens	GAB1	10734310,16497976
EGFR_Homo sapiens	GAB1	10734310,17389395,16497976,17016520,19901323
EGFR_Homo sapiens	GAB1	10734310,17389395,17016520,20068231
EGFR_Homo sapiens	GAB1	10734310,18669648,17389395,16497976
INSR_Homo sapiens	GAB1	10978177
INSR_Homo sapiens	GAB1	10978177,16497976
INSR_Homo sapiens	GAB1	10978177,17389395,16497976
INSR_Homo sapiens	GAB1	10734310,17389395,17016520,20068231
INSR_Homo sapiens	GAB1	10734310,18669648,17389395,16497976
MAPK1_Homo sapiens	GAB1	15379552
MAPK3_Homo sapiens	GAB1	15379552
CSNK2A1_Homo sapiens	FAF1	11378439,11713579
PRKCA_Homo sapiens	GRM1	10823959
MAPK14_Homo sapiens	PPARGC1A	11741533
ATM_Homo sapiens	WRN	11252893,10839545
ATM_Homo sapiens	WRN	10608806
MAPK8_Homo sapiens	MAPK8IP1	12756254
PRKG1_Homo sapiens	MRVI1	11309393
FYN_Homo sapiens	TOM1L1	11711534
CSNK2A1_Homo sapiens	CTDP1	12591939
CSNK2A1_Homo sapiens	CTDP1	12591939,18669648,19664995,19664994
CSNK2B_Homo sapiens	CTDP1	12591939
CSNK2B_Homo sapiens	CTDP1	12591939,18669648,19664995,19664994
CSNK2A2_Homo sapiens	CTDP1	12591939
CSNK2A2_Homo sapiens	CTDP1	12591939,18669648,19664995,19664994
AURKB_Homo sapiens	RACGAP1	12689593
CDK1_Homo sapiens	RACGAP1	16565220,18669648,18201571,16964243,20068231
AURKB_Homo sapiens	RACGAP1	14744859,19007248
AURKB_Homo sapiens	RACGAP1	14744859
AURKB_Homo sapiens	RACGAP1	14744859,18669648,19007248
AURKB_Homo sapiens	RACGAP1	14744859,17287340
GRK6_Homo sapiens	SLC9A3R1	15302935,18669648,18088087,19664995,18452278,19413330,20166139
LYN_Homo sapiens	DOK2	10428862
HCK_Homo sapiens	DOK2	10428862
SRC_Homo sapiens	DOK2	10428862
LYN_Homo sapiens	DOK2	10428862,16497976,19901323
HCK_Homo sapiens	DOK2	10428862,16497976,19901323
SRC_Homo sapiens	DOK2	10428862,16497976,19901323
CAMK1_Homo sapiens	CAMK1	7641687
PRKACA_Homo sapiens	GSK3B	12054501,18669648,18691976
AKT1_Homo sapiens	GSK3B	12054501,18669648,18691976
SRC_Homo sapiens	PAK2	12215529
PAK2_Homo sapiens	PAK2	10075701,16204230,18669648,19413330,19415658,19664995,18212344,19651622,19664994,16964243,18767875,20166139,20068231,20058876
PAK2_Homo sapiens	PAK2	10075701
PAK2_Homo sapiens	PAK2	10075701,18212344,20068231
PAK2_Homo sapiens	PAK2	9786869,16204230,16837009,20068231
CDK5_Homo sapiens	WASF1	16862120
ABL1_Homo sapiens	WASL	16199863
ABL1_Homo sapiens	WASL	16199863,19415658,17389395,19664994,18707149,19901323,18452278,20068231
CSNK2A1_Homo sapiens	CDC37	12930845,15082798,19413330,20068231
CSNK2A2_Homo sapiens	CDC37	12930845,15082798,19413330,20068231
MAPK14_Homo sapiens	EEA1	16138080
MAPK1_Homo sapiens	RGS19	10993892
PRKCA_Homo sapiens	RGS19	10993892
PRKCA_Homo sapiens	RGS19	10760275,10993892
CSNK2A1_Homo sapiens	RGS19	10760275,10993892
CSNK2A2_Homo sapiens	RGS19	10760275,10993892
ZAP70_Homo sapiens	SH2B3	9169414
LCK_Homo sapiens	SH2B3	9169414
SRC_Homo sapiens	WWOX	15070730
CSNK2A1_Homo sapiens	HDAC2	12082111,16565220,18669648,19413330,19415658,18691976,17287340,19007248,19651622,18510355,18452278,20230923,20068231
CSNK2A1_Homo sapiens	HDAC2	12082111,18669648,19413330,19415658,17287340,18212344,19651622,18452278,20166139,20068231
CSNK2A1_Homo sapiens	HDAC2	12082111,18669648,19413330,19415658,17287340,18212344,19651622,19691289,18452278,20166139,20068231
CSNK2A2_Homo sapiens	HDAC2	12082111,16565220,18669648,19413330,19415658,18691976,17287340,19007248,19651622,18510355,18452278,20230923,20068231
CSNK2A2_Homo sapiens	HDAC2	12082111,18669648,19413330,19415658,17287340,18212344,19651622,18452278,20166139,20068231
CSNK2A2_Homo sapiens	HDAC2	12082111,18669648,19413330,19415658,17287340,18212344,19651622,19691289,18452278,20166139,20068231
SRC_Homo sapiens	PDPK1	11481331
PDPK1_Homo sapiens	PDPK1	10455013,15144186,18669648,19413330,19415658,18691976,19664995,19651622,19664994,18452278,20230923,20166139,20068231,20058876
PDPK1_Homo sapiens	PDPK1	11481331
ATM_Homo sapiens	TP53BP1	12697768,12447390
ATM_Homo sapiens	TP53BP1	12697768
ATM_Homo sapiens	TP53BP1	12697768,18077418
CSNK2A1_Homo sapiens	NOL3	12191471
PRKACA_Homo sapiens	NDRG1	17220478,18669648,19413330,19651622,19664994,18767875,16964243,20166139,20068231
PRKACA_Homo sapiens	NDRG1	17220478,18669648,19651622,18491316,20166139,20068231
SRC_Homo sapiens	GRLF1	9819392,11309200,16497976,17016520,19901323,20068231
CDK1_Homo sapiens	TSC1	14551205
CSNK2A1_Homo sapiens	GTF2A1L	12107178
CSNK2A2_Homo sapiens	GTF2A1L	12107178
LYN_Homo sapiens	TRPV4	12538589
ABL1_Homo sapiens	PRKD1	12637538
SRC_Homo sapiens	PRKD1	12637538
PRKD1_Homo sapiens	PRKD1	10867018,19664994
PRKD1_Homo sapiens	PRKD1	10867018,11741879
PRKD1_Homo sapiens	PRKD1	10867018,18669648
PRKD1_Homo sapiens	PRKD1	10867018,19413330
PRKCA_Homo sapiens	CD163	11298324
PRKCA_Homo sapiens	CD163	11298324,20166139
CSNK2B_Homo sapiens	CD163	11298324
PAK1_Homo sapiens	FOXL2	12560069
LCK_Homo sapiens	DAPP1	10880360,17389395,19901323
SRC_Homo sapiens	DAPP1	10880360,17389395,19901323
BTK_Homo sapiens	DAPP1	10880360,17389395,19901323
LYN_Homo sapiens	DAPP1	10880360,17389395,19901323
ATM_Homo sapiens	DCLRE1C	15723659
EGFR_Homo sapiens	PKIA	2434500
CDK5_Homo sapiens	PIP5K1C	17290217
ZAP70_Homo sapiens	GAB2	11572860
MAPK1_Homo sapiens	GAB2	15356145
MAPK3_Homo sapiens	GAB2	15356145
AKT1_Homo sapiens	GAB2	11782427
EGFR_Homo sapiens	STAM2	11687594,10993906,17389395,19901323
MAPK8_Homo sapiens	BMF	12591950
ABL1_Homo sapiens	PSTPIP1	11163214
SGK1_Homo sapiens	NEDD4L	12911626,11742982
SGK1_Homo sapiens	NEDD4L	12911626,11742982,18669648,19413330,18691976,19664995,19651622,18767875,20230923,20166139,20068231
PRKACA_Homo sapiens	GNMT	12697024,2722853
PRKCA_Homo sapiens	TRPV6	11248124
PRKCA_Homo sapiens	GSK3A	11035810,11884598,11749387,12054501,19413330,18691976
PRKCB_Homo sapiens	GSK3A	11035810,11884598,11749387,12054501,19413330,18691976
PRKCD_Homo sapiens	GSK3A	11035810,11884598,11749387,12054501,19413330,18691976
PRKCG_Homo sapiens	GSK3A	11035810,11884598,11749387,12054501,19413330,18691976
PRKACA_Homo sapiens	GSK3A	11035810,11884598,11749387,12054501,19413330,18691976
AKT1_Homo sapiens	GSK3A	11035810,11884598,11749387,12054501,19413330,18691976
SGK1_Homo sapiens	GSK3A	11035810,11884598,11749387,12054501,19413330,18691976
GSK3A_Homo sapiens	GSK3A	15592455,19413330,19415658,17389395,18088087,19664994,18452278,18767875
GSK3A_Homo sapiens	GSK3A	17192257
MAPK3_Homo sapiens	SPIB	8632909
CSNK2A1_Homo sapiens	SPIB	10618498
CSNK2A2_Homo sapiens	SPIB	10618498
CSNK2A1_Homo sapiens	VAMP4	14608369,15345747,18669648,18691976,19651622,19664994,18452278,18578522,20166139,20068231,20058876
EGFR_Homo sapiens	SCAMP1	9658162
EGFR_Homo sapiens	SCAMP3	9658162,15144186
PRKCD_Homo sapiens	PTPN22	18056643
FYN_Homo sapiens	TNK2	14506255,17389395
PRKACA_Homo sapiens	SNAPIN	11283605
PRKACA_Homo sapiens	WT1	9366517
PRKCA_Homo sapiens	PLCB1	11278470
PRKCD_Homo sapiens	PLCB1	11278470
MAPK3_Homo sapiens	PLCB1	11287604
AKT1_Homo sapiens	FANCA	11855836
CAMK2A_Homo sapiens	ITGB1BP1	9813144
CDK1_Homo sapiens	EPN1	10764745
CSNK2A1_Homo sapiens	PACS1	14633983,16977309
CDK5_Homo sapiens	NDEL1	12796778,18669648,20068231
CDK5_Homo sapiens	NDEL1	12796778,19413330
CDK5_Homo sapiens	NDEL1	12796778
CDK5_Homo sapiens	NDEL1	12796778,20068231
ATM_Homo sapiens	ATM	12556884,16858402,16906133,17486112,16293623,15159397,18691976
ATM_Homo sapiens	ATM	10608806
ATM_Homo sapiens	ATM	16858402
ATM_Homo sapiens	ATM	16906133
PDPK1_Homo sapiens	SGK2	10548550
PDPK1_Homo sapiens	SGK3	10548550
CDK1_Homo sapiens	NUP210	8672508,18669648,20068231
PRKCA_Homo sapiens	HSPB8	11342557
PRKCA_Homo sapiens	HSPB8	11342557,18212344
MAPK3_Homo sapiens	HSPB8	11342557,18212344
MAPK3_Homo sapiens	HSPB8	11342557,20068231
SRC_Homo sapiens	PDCD6IP	15557335
MAPK1_Homo sapiens	CAD	12438317
PRKACA_Homo sapiens	CAD	11986331,4092695,18669648,18691976,20068231
PRKACA_Homo sapiens	CAD	17322306,18669648,18691976,19664995,19651622,19664994,18707149,18767875,20068231
PRKCD_Homo sapiens	AKT3	12162751
PRKCZ_Homo sapiens	AKT3	12162751,9512493
PDK1_Homo sapiens	AKT3	9512493
PDPK1_Homo sapiens	AKT3	12162751,9512493
CAMK2A_Homo sapiens	CAMK2A	9452388
CAMK2A_Homo sapiens	CAMK2A	12408851
ZAP70_Homo sapiens	DBNL	14557276
CDK2_Homo sapiens	TSPYL2	11395479,18669648,20068231
CDK2_Homo sapiens	TSPYL2	11395479
CDK1_Homo sapiens	PTPN2	15030318,18669648,19413330,19651622,18767875,20068231
CDK2_Homo sapiens	PTPN2	15030318,18669648,19413330,19651622,18767875,20068231
CDK5_Homo sapiens	PTPN2	15030318,18669648,19413330,19651622,18767875,20068231
PRKD1_Homo sapiens	EPAS1	17024177
MAPK1_Homo sapiens	RPS6KA5	11994045
MAPK1_Homo sapiens	RPS6KA5	11994045,19651622,20068231
MAPK14_Homo sapiens	RPS6KA5	11994045,14578350
MAPK14_Homo sapiens	RPS6KA5	11994045,19651622,20068231
MAPK3_Homo sapiens	RPS6KA5	11994045
MAPK3_Homo sapiens	RPS6KA5	11994045,19651622,20068231
CAMK1_Homo sapiens	EIF4G3	14507913
PRKACA_Homo sapiens	C7orf16	10051666
PRKG1_Homo sapiens	C7orf16	10051666
RPS6KA1_Homo sapiens	METTL1	15861136
AKT1_Homo sapiens	METTL1	15861136
LYN_Homo sapiens	FCGR2B	8756631
PRKCA_Homo sapiens	PEBP1	14654844,12551925,20166139,20068231
PRKCB_Homo sapiens	PEBP1	14654844,12551925,20166139,20068231
PRKCD_Homo sapiens	PEBP1	14654844,12551925,20166139,20068231
PRKCG_Homo sapiens	PEBP1	14654844,12551925,20166139,20068231
PRKCZ_Homo sapiens	PEBP1	14654844,12551925,20166139,20068231
PAK1_Homo sapiens	NF2	11719502,18669648,19651622,19691289,20068231
PRKAA2_Homo sapiens	ACACB	9148944,12413941,14532170,14613924,20166139
CSNK2A1_Homo sapiens	PGR	7983041
PRKACA_Homo sapiens	KLF1	9722526
CSNK1D_Homo sapiens	BACE1	11278841
CHUK_Homo sapiens	NFKBIB	8657102,9689078
IKBKB_Homo sapiens	NFKBIB	8657102,9689078
STK11_Homo sapiens	MARK1	14976552,14517247,18691976
STK11_Homo sapiens	MARK1	14976552,18691976
PRKACA_Homo sapiens	RASGRF1	12538592
MAPK14_Homo sapiens	EEF2K	12171600
PRKAA2_Homo sapiens	EEF2K	11500364,14709557,15024086,11171059
PRKAA2_Homo sapiens	EEF2K	14709557,15024086
PRKAA2_Homo sapiens	EEF2K	15024086,14709557
MAPK8_Homo sapiens	EEF2K	12171600
PRKACA_Homo sapiens	EEF2K	11500364,14709557,15024086,11171059
PRKACA_Homo sapiens	EEF2K	11171059
RPS6KA1_Homo sapiens	EEF2K	11500364,14709557,15024086,11171059
MAPK12_Homo sapiens	EEF2K	12171600
PRKAA1_Homo sapiens	EEF2K	11500364,14709557,15024086,11171059
PRKAA1_Homo sapiens	EEF2K	14709557,15024086
PRKAA1_Homo sapiens	EEF2K	15024086,14709557
MAPK9_Homo sapiens	EEF2K	12171600
RPS6KB1_Homo sapiens	EEF2K	11500364,14709557,15024086,11171059
MAPKAPK2_Homo sapiens	EEF2K	12171600
CDK7_Homo sapiens	PCGF6	12167161
SRC_Homo sapiens	STAP2	12540842
JAK2_Homo sapiens	STAP2	12540842
PRKCA_Homo sapiens	CHAT	12486117,10861222,15381704
CAMK2G_Homo sapiens	CHAT	12486117
CAMK2A_Homo sapiens	CHAT	12486117,10861222
PRKCB_Homo sapiens	CHAT	15381704
PRKCG_Homo sapiens	CHAT	15381704
PRKCD_Homo sapiens	CHAT	15381704
PRKCE_Homo sapiens	CHAT	15381704
PRKCZ_Homo sapiens	CHAT	15381704
PRKCA_Homo sapiens	CHAT	15381704
PRKCA_Homo sapiens	MARCKS	17322306,18669648,19413330,19664995,19651622,19664994,18510355,18707149,18452278,18767875,18578522,20068231
PRKCA_Homo sapiens	MARCKS	8034575,18669648,19413330,19664995,18707149,18452278,20166139,20068231
PRKCA_Homo sapiens	MARCKS	11930178,8557118,18767875,20068231
PRKCA_Homo sapiens	MARCKS	11930178,8557118,18669648,17287340,20068231
PRKCA_Homo sapiens	MARCKS	2473066,18669648,19413330,17287340,17924679,18212344,19651622,18767875,20068231
PRKCA_Homo sapiens	MARCKS	17322306,18669648,19413330,17287340,19664995,18212344,19651622,18707149,18767875,18578522,20166139,20068231,20058876
PRKCA_Homo sapiens	MARCKS	17322306,18669648,19413330,17287340,17924679,18491316,19664995,19651622,18452278,18767875,18578522,20068231
PRKCA_Homo sapiens	MARCKS	8034575,18669648,19413330,19651622,19664994,18510355,20068231
PRKCA_Homo sapiens	MARCKS	8034575,18669648,19413330,19651622,19664994,18452278,20068231
PRKCB_Homo sapiens	MARCKS	11930178,8557118,18767875,20068231
PRKCB_Homo sapiens	MARCKS	11930178,8557118,18669648,17287340,20068231
PRKCB_Homo sapiens	MARCKS	17322306,18669648,19413330,17287340,19664995,18212344,19651622,18707149,18767875,18578522,20166139,20068231,20058876
MAPK1_Homo sapiens	GORASP2	11408587,19413330,17287340,19651622,18767875,20068231
PRKCA_Homo sapiens	SDC4	11916978
PRKCD_Homo sapiens	SDC4	11916978,9556568
PRKACA_Homo sapiens	DNAJC5	17322306,18669648,17924679,18088087,19664995,19651622,18767875,18707149,18452278,20230923,20166139,20068231,20058876
AURKB_Homo sapiens	NSUN2	17215513
PRKACA_Homo sapiens	GJA5	10728420
PRKCD_Homo sapiens	PLSCR1	10770950
ABL1_Homo sapiens	PLSCR1	11390389
MAPK1_Homo sapiens	MCL1	15241487
GSK3B_Homo sapiens	MCL1	16543145
GSK3A_Homo sapiens	MCL1	16543145
FYN_Homo sapiens	ACP1	9038134
FYN_Homo sapiens	ACP1	9038134,17016520
LCK_Homo sapiens	ACP1	9038134
LCK_Homo sapiens	ACP1	9038134,17016520
PRKCA_Homo sapiens	PRKG1	12609995
ADRBK1_Homo sapiens	PDE6G	12624098
MAPK3_Homo sapiens	PDE6G	12624098
LCK_Homo sapiens	CD3E	11855827
CSNK2A1_Homo sapiens	HDAC3	15805470,18452278
PRKCA_Homo sapiens	PTGIR	9722557
EGFR_Homo sapiens	EPS15	10953014,17389395,17016520
PRKCD_Homo sapiens	KCNJ1	8621594
SRC_Homo sapiens	KCNB1	12615930
RPS6KA5_Homo sapiens	PLA2G4A	10978317,18669648,18212344,19664994,16964243,20068231
MAPK14_Homo sapiens	PLA2G4A	10978317,8636128,20068231
PRKACA_Homo sapiens	STMN2	9525956,9126608
MAPK3_Homo sapiens	STMN2	9525956,9126608
CDK1_Homo sapiens	STMN2	9525956,9126608
PRKCA_Homo sapiens	RALBP1	16087181
CDK1_Homo sapiens	NES	12832492,11278541,18669648,20068231
CDK5_Homo sapiens	NES	12832492
CDK5_Homo sapiens	NES	12832492,11278541,18669648,20068231
CSNK2A1_Homo sapiens	ERH	9074495
CSNK2A2_Homo sapiens	ERH	9074495
MAPK3_Homo sapiens	CCDC6	14712216,15302935,15144186,18669648,19415658,17287340,19664995,19651622,19664994,19413330,18691976,16964243,18212344,20166139,20068231
MAPKAPK2_Homo sapiens	HSPB1	1332886,16565220,18669648,19562805,18691976,19007248,18088087,18212344,19651622,19664994,18767875,20230923,20166139,20068231,20058876
MAPKAPK2_Homo sapiens	HSPB1	1332886,18212344,18767875,20068231,20058876
MAPKAPK2_Homo sapiens	HSPB1	1332886,16565220,18669648,19562805,19415658,18691976,17924679,19007248,18088087,19664995,18212344,19651622,19691289,19664994,16964243,18707149,18767875,18578522,20166139,20068231,20058876
PRKACA_Homo sapiens	KCNJ12	11181181
CDK2_Homo sapiens	MCM4	16519687,19651622,20068231
CDK2_Homo sapiens	MCM4	16517729
CDK2_Homo sapiens	MCM4	12714602,16964243,20068231
CDK2_Homo sapiens	MCM4	12714602,18669648,20068231
CDK2_Homo sapiens	MCM4	12714602,18669648,17924679,20068231
CDK2_Homo sapiens	MCM4	16519687
CDK1_Homo sapiens	MCM4	16519687
CDK1_Homo sapiens	MCM4	12714602,16964243,20068231
CDK1_Homo sapiens	MCM4	12714602,18669648,20068231
